longitude,latitude,population,households,housing_median_age,median_income,ocean_proximity,population_per_household,bedrooms_per_household,rooms_per_household,median_house_value
-122.55,38.02,1928.0,742.0,27.0,6.4978,NEAR BAY,2.5983827493261455,0.14262788365095286,6.718328840970351,361500.0
-122.55,38.01,1657.0,611.0,27.0,6.3314,NEAR BAY,2.7119476268412437,0.1454866364094806,6.490998363338789,342200.0
-122.54,38.0,1694.0,800.0,28.0,3.18,NEAR BAY,2.1175,0.24180327868852458,4.27,277000.0
-122.55,38.0,1395.0,722.0,18.0,3.9265,NEAR BAY,1.9321329639889198,0.25745431227957677,4.31994459833795,301100.0
-122.54,37.99,818.0,330.0,32.0,7.3521,NEAR BAY,2.478787878787879,0.1556350626118068,6.775757575757575,444000.0
-122.52,37.98,2962.0,1464.0,31.0,2.8903,NEAR BAY,2.023224043715847,0.2396643783371472,4.477459016393443,324200.0
-122.54,37.98,607.0,264.0,52.0,5.5083,NEAR BAY,2.2992424242424243,0.17974971558589306,6.659090909090909,371900.0
-122.55,37.99,1398.0,585.0,34.0,4.8993,NEAR BAY,2.3897435897435897,0.16787658802177857,5.651282051282052,319900.0
-122.53,37.98,810.0,354.0,32.0,8.5759,NEAR BAY,2.288135593220339,0.14058577405857742,6.751412429378531,500001.0
-122.55,37.98,1581.0,795.0,31.0,3.293,NEAR BAY,1.9886792452830189,0.21749408983451538,4.788679245283019,337500.0
-122.51,37.99,1541.0,626.0,32.0,5.5791,NEAR BAY,2.461661341853035,0.152730787820203,6.610223642172524,433300.0
-122.51,37.98,1830.0,679.0,37.0,6.0762,NEAR BAY,2.695139911634757,0.14559466777754634,7.070692194403534,487800.0
-122.51,37.97,2100.0,1025.0,37.0,3.2462,NEAR BAY,2.048780487804878,0.2534916201117318,4.191219512195122,329400.0
-122.47,37.99,2468.0,957.0,22.0,7.494,NEAR BAY,2.57889237199582,0.1377508935936211,7.6008359456635315,439200.0
-122.46,37.98,427.0,162.0,10.0,12.0933,NEAR BAY,2.6358024691358026,0.14264150943396225,8.179012345679013,500001.0
-122.49,37.99,1916.0,764.0,27.0,6.994,NEAR BAY,2.507853403141361,0.1380255941499086,7.159685863874346,420800.0
-122.49,37.98,460.0,174.0,34.0,6.4271,NEAR BAY,2.6436781609195403,0.14171974522292993,7.218390804597701,451700.0
-122.53,37.97,228.0,132.0,52.0,1.9063,NEAR BAY,1.7272727272727273,0.5804878048780487,1.553030303030303,200000.0
-122.53,37.97,700.0,419.0,52.0,2.5125,NEAR BAY,1.6706443914081146,0.28910256410256413,3.7231503579952268,270800.0
-122.53,37.97,1831.0,910.0,44.0,2.6036,NEAR BAY,2.012087912087912,0.2650904033379694,3.9505494505494507,287500.0
-122.54,37.97,1833.0,737.0,39.0,5.6263,NEAR BAY,2.4871099050203527,0.1817314571905557,5.689280868385346,352100.0
-122.52,37.97,265.0,169.0,33.0,2.75,NEAR BAY,1.5680473372781065,0.34458259325044405,3.331360946745562,231300.0
-122.51,37.96,1574.0,653.0,39.0,3.6863,NEAR BAY,2.4104134762633995,0.20714718352513628,5.056661562021439,263800.0
-122.52,37.96,818.0,352.0,35.0,5.2818,NEAR BAY,2.3238636363636362,0.17196819085487078,5.715909090909091,331000.0
-122.53,37.97,621.0,314.0,37.0,3.5588,NEAR BAY,1.9777070063694266,0.24029850746268658,4.267515923566879,268800.0
-122.52,37.95,179.0,69.0,37.0,6.2862,NEAR BAY,2.5942028985507246,0.16285714285714287,5.072463768115942,500001.0
-122.53,37.96,413.0,197.0,35.0,3.9917,NEAR BAY,2.0964467005076144,0.21365638766519823,4.6091370558375635,290800.0
-122.47,37.95,1986.0,815.0,16.0,3.9712,NEAR BAY,2.4368098159509204,0.2226054656407535,4.624539877300614,187500.0
-122.5,37.96,45.0,25.0,16.0,6.1359,NEAR BAY,1.8,0.2,4.0,212500.0
-122.5,37.97,5917.0,1812.0,25.0,2.7273,NEAR BAY,3.2654525386313464,0.29144958627030343,3.6015452538631347,187500.0
-122.64,38.01,678.0,249.0,36.0,5.5789,NEAR OCEAN,2.7228915662650603,0.19311377245508982,5.365461847389558,292000.0
-122.64,38.01,551.0,229.0,36.0,3.7321,NEAR OCEAN,2.406113537117904,0.19349457881567975,5.235807860262009,266700.0
-122.68,38.01,825.0,369.0,41.0,4.2011,NEAR OCEAN,2.2357723577235773,0.21018766756032173,5.05420054200542,255400.0
-122.7,38.03,624.0,292.0,42.0,4.1379,NEAR OCEAN,2.136986301369863,0.21843971631205675,4.828767123287672,309100.0
-122.65,38.01,708.0,255.0,40.0,5.0766,NEAR OCEAN,2.776470588235294,0.19607843137254902,5.6,305400.0
-122.59,37.97,1872.0,833.0,46.0,4.5625,NEAR OCEAN,2.247298919567827,0.21209117938553024,4.845138055222089,275200.0
-122.61,37.99,3108.0,1349.0,40.0,4.4375,NEAR OCEAN,2.3039288361749444,0.19232260566110895,5.735359525574499,289600.0
-122.62,37.97,150.0,56.0,52.0,7.7006,NEAR OCEAN,2.6785714285714284,0.16756756756756758,6.607142857142857,316700.0
-122.59,37.99,1899.0,827.0,36.0,4.1659,NEAR BAY,2.2962515114873034,0.1788868350790717,5.887545344619105,302000.0
-122.6,38.0,1100.0,449.0,21.0,4.1098,<1H OCEAN,2.4498886414253898,0.21019108280254778,4.89532293986637,246600.0
-122.59,38.01,3450.0,1258.0,35.0,6.1724,NEAR BAY,2.742448330683625,0.14828681642840935,7.006359300476947,414300.0
-122.57,37.99,926.0,400.0,45.0,4.9674,NEAR BAY,2.315,0.17678868552412647,6.01,320100.0
-122.57,37.99,2466.0,1027.0,38.0,4.1711,NEAR BAY,2.401168451801363,0.17827098621800608,5.440116845180136,336900.0
-122.57,37.98,1178.0,522.0,49.0,4.625,NEAR BAY,2.256704980842912,0.193006993006993,5.478927203065134,355000.0
-122.58,37.98,1553.0,639.0,52.0,4.6905,NEAR BAY,2.430359937402191,0.1765986394557823,5.751173708920188,316300.0
-122.58,37.98,467.0,197.0,52.0,4.9615,NEAR BAY,2.3705583756345177,0.18305084745762712,5.98984771573604,292200.0
-122.56,37.98,1111.0,557.0,36.0,4.8056,NEAR BAY,1.9946140035906643,0.2046055115137788,4.755834829443447,345700.0
-122.56,37.97,735.0,306.0,52.0,4.6944,NEAR BAY,2.4019607843137254,0.176759410801964,5.990196078431373,398900.0
-122.57,37.97,2177.0,1027.0,47.0,3.5055,NEAR BAY,2.1197663096397275,0.20587149187592318,5.273612463485882,382100.0
-122.55,37.97,731.0,253.0,52.0,7.1155,NEAR BAY,2.889328063241107,0.1303763440860215,8.82213438735178,500001.0
-122.57,37.96,1449.0,471.0,52.0,9.1834,NEAR BAY,3.0764331210191083,0.13533834586466165,7.341825902335456,500001.0
-122.56,37.95,933.0,410.0,34.0,6.1444,NEAR OCEAN,2.2756097560975608,0.15353007097497198,6.529268292682927,500001.0
-122.56,37.94,653.0,241.0,36.0,10.6272,NEAR BAY,2.7095435684647304,0.11962432031636185,8.394190871369295,500001.0
-122.64,37.96,151.0,67.0,29.0,9.5551,NEAR OCEAN,2.253731343283582,0.15384615384615385,5.626865671641791,500001.0
-122.54,37.96,596.0,208.0,44.0,10.129,NEAR BAY,2.8653846153846154,0.13144329896907217,7.461538461538462,500001.0
-122.54,37.96,996.0,449.0,33.0,4.3083,NEAR BAY,2.2182628062360803,0.19534333070244672,5.643652561247216,500001.0
-122.54,37.95,971.0,386.0,38.0,5.697,NEAR BAY,2.5155440414507773,0.17316017316017315,5.984455958549223,435700.0
-122.52,37.95,1675.0,628.0,33.0,7.8904,NEAR BAY,2.667197452229299,0.1418615107913669,7.082802547770701,468800.0
-122.53,37.95,2980.0,1888.0,22.0,3.5838,NEAR BAY,1.5783898305084745,0.2657802847166264,3.9438559322033897,271300.0
-122.53,37.96,1549.0,626.0,36.0,8.3935,NEAR BAY,2.47444089456869,0.14139110604332952,7.00479233226837,470500.0
-122.53,37.93,887.0,347.0,42.0,6.6125,NEAR BAY,2.5561959654178676,0.16674343620451404,6.256484149855908,393200.0
-122.54,37.93,970.0,430.0,43.0,5.5385,NEAR BAY,2.255813953488372,0.15677118078719146,6.972093023255814,431800.0
-122.54,37.94,1519.0,788.0,39.0,4.4081,NEAR BAY,1.9276649746192893,0.2111716621253406,4.657360406091371,435200.0
-122.54,37.94,1550.0,792.0,26.0,5.1834,NEAR BAY,1.957070707070707,0.20150375939849624,5.037878787878788,405500.0
-122.52,37.94,600.0,241.0,18.0,5.9582,NEAR BAY,2.4896265560165975,0.1574279379157428,7.485477178423237,500001.0
-122.53,37.94,384.0,247.0,18.0,4.7344,NEAR BAY,1.5546558704453441,0.29043280182232345,3.554655870445344,200000.0
-122.52,37.93,1219.0,507.0,34.0,5.0779,NEAR BAY,2.4043392504930967,0.18044572250179727,5.487179487179487,333900.0
-122.51,37.92,1022.0,464.0,32.0,3.7647,NEAR BAY,2.2025862068965516,0.20633104500381388,5.650862068965517,375000.0
-122.52,37.92,163.0,75.0,24.0,14.5833,NEAR BAY,2.1733333333333333,0.15201900237529692,5.613333333333333,500001.0
-122.53,37.92,723.0,306.0,42.0,5.5379,NEAR BAY,2.3627450980392157,0.17288914417001724,5.689542483660131,410500.0
-122.53,37.93,648.0,337.0,37.0,4.125,NEAR BAY,1.9228486646884273,0.20441347270615565,5.109792284866469,310300.0
-122.53,37.92,608.0,328.0,45.0,3.875,NEAR BAY,1.853658536585366,0.21176470588235294,4.664634146341464,390800.0
-122.52,37.92,334.0,151.0,47.0,5.8509,NEAR BAY,2.2119205298013247,0.2055485498108449,5.251655629139073,317800.0
-122.5,37.92,1013.0,408.0,32.0,6.1632,NEAR BAY,2.482843137254902,0.1572565365668814,6.4681372549019605,349200.0
-122.5,37.92,974.0,351.0,30.0,5.5926,NEAR BAY,2.774928774928775,0.1581497797356828,6.467236467236467,300900.0
-122.49,37.92,849.0,318.0,26.0,6.2953,NEAR BAY,2.669811320754717,0.15990783410138248,6.823899371069182,386200.0
-122.51,37.91,203.0,118.0,2.0,6.641,NEAR BAY,1.7203389830508475,0.21020092735703247,5.483050847457627,310000.0
-122.48,37.93,1385.0,743.0,16.0,3.6731,NEAR BAY,1.864064602960969,0.27214116050220566,3.9663526244952894,318000.0
-122.46,37.88,812.0,373.0,35.0,8.8386,NEAR BAY,2.1769436997319036,0.16412520064205458,6.680965147453083,500001.0
-122.47,37.87,1315.0,582.0,36.0,11.5706,NEAR BAY,2.259450171821306,0.13822411093715053,7.68213058419244,500001.0
-122.45,37.91,935.0,369.0,27.0,10.0791,NEAR BAY,2.5338753387533877,0.1424310216256525,7.2682926829268295,500001.0
-122.5,37.91,2755.0,1267.0,31.0,5.4851,NEAR BAY,2.1744277821625886,0.18311669761462648,5.525651144435675,441100.0
-122.49,37.89,541.0,336.0,23.0,6.0238,NEAR BAY,1.6101190476190477,0.24424242424242423,4.910714285714286,500001.0
-122.47,37.89,3895.0,1683.0,23.0,7.2905,NEAR BAY,2.3143196672608437,0.1611286430295155,6.401663695781343,500001.0
-122.45,37.9,1292.0,632.0,30.0,8.4888,NEAR BAY,2.0443037974683542,0.1905394631942599,5.954113924050633,500001.0
-122.5,37.88,2100.0,1023.0,28.0,4.7475,NEAR BAY,2.0527859237536656,0.1998898678414097,5.325513196480938,474600.0
-122.51,37.89,1233.0,547.0,27.0,3.4485,NEAR BAY,2.2541133455210236,0.2112939416604338,4.888482632541133,458300.0
-122.53,37.91,999.0,417.0,37.0,7.9892,NEAR BAY,2.3956834532374103,0.1576862123613312,6.052757793764988,500001.0
-122.53,37.9,1232.0,537.0,44.0,3.8839,NEAR BAY,2.2942271880819365,0.19360505973295855,5.299813780260708,327200.0
-122.54,37.9,937.0,455.0,48.0,4.4375,NEAR BAY,2.059340659340659,0.1846647932557206,5.474725274725275,370000.0
-122.54,37.91,1159.0,505.0,48.0,5.6302,NEAR BAY,2.295049504950495,0.16723666210670315,5.79009900990099,489000.0
-122.55,37.92,859.0,359.0,52.0,6.1085,NEAR BAY,2.3927576601671308,0.1519756838905775,6.415041782729805,500001.0
-122.52,37.91,1818.0,705.0,30.0,5.5951,NEAR BAY,2.578723404255319,0.1770483948251078,5.920567375886525,402900.0
-122.52,37.89,1640.0,989.0,17.0,3.9531,NEAR BAY,1.6582406471183013,0.23859729543891817,4.411526794742164,417600.0
-122.52,37.9,689.0,348.0,16.0,4.4239,NEAR BAY,1.9798850574712643,0.23591549295774647,4.896551724137931,267100.0
-122.54,37.9,1091.0,528.0,41.0,3.7813,NEAR BAY,2.066287878787879,0.19621451104100945,6.003787878787879,389200.0
-122.55,37.9,503.0,220.0,34.0,7.9606,NEAR BAY,2.286363636363636,0.15653389238294899,6.504545454545455,453400.0
-122.56,37.9,641.0,276.0,48.0,8.634,NEAR BAY,2.322463768115942,0.16322580645161291,5.615942028985507,463500.0
-122.56,37.91,755.0,345.0,52.0,7.1924,NEAR BAY,2.1884057971014492,0.1658215010141988,5.715942028985507,500001.0
-122.56,37.92,721.0,298.0,37.0,8.9248,NEAR BAY,2.4194630872483223,0.1505711318795431,6.4630872483221475,500001.0
-122.55,37.91,567.0,255.0,48.0,3.2794,NEAR BAY,2.223529411764706,0.2166796570537802,5.031372549019608,460000.0
-122.53,37.88,1913.0,834.0,25.0,6.8742,NEAR BAY,2.2937649880095923,0.17598049176996544,5.900479616306955,413100.0
-122.54,37.88,1775.0,745.0,30.0,6.7809,NEAR BAY,2.38255033557047,0.16704701049748974,5.881879194630873,414400.0
-122.53,37.87,658.0,253.0,20.0,7.9977,NEAR BAY,2.600790513833992,0.15545755237045203,7.169960474308301,400000.0
-122.53,37.88,1064.0,449.0,36.0,4.4583,NEAR BAY,2.3697104677060135,0.18043154761904762,5.986636971046771,308600.0
-122.56,37.9,562.0,246.0,36.0,6.7546,NEAR BAY,2.2845528455284554,0.16079545454545455,7.154471544715447,402400.0
-122.54,37.89,1907.0,795.0,33.0,6.1275,NEAR BAY,2.39874213836478,0.16817541742104206,6.252830188679245,424400.0
-122.53,37.89,1596.0,707.0,35.0,5.9073,NEAR BAY,2.257425742574257,0.16694935788708504,5.837340876944837,400400.0
-122.56,37.9,75.0,38.0,24.0,5.1292,NEAR BAY,1.9736842105263157,0.18552036199095023,5.815789473684211,362500.0
-122.51,37.87,1949.0,919.0,21.0,2.862,NEAR BAY,2.120783460282916,0.2510245901639344,4.2480957562568005,258400.0
-122.47,37.85,881.0,546.0,19.0,2.9145,NEAR BAY,1.6135531135531136,0.3078920041536864,3.5274725274725274,140400.0
-122.5,37.87,1650.0,919.0,17.0,6.3066,NEAR BAY,1.7954298150163222,0.21855527348257558,4.714907508161045,346100.0
-122.49,37.86,969.0,528.0,35.0,6.7669,NEAR BAY,1.8352272727272727,0.19714181018688165,5.168560606060606,500001.0
-122.49,37.86,809.0,503.0,52.0,4.5398,NEAR BAY,1.6083499005964215,0.23448275862068965,4.324055666003976,442000.0
-122.48,37.86,1177.0,670.0,52.0,6.2113,NEAR BAY,1.7567164179104477,0.19213081246806335,5.841791044776119,500001.0
-122.48,37.85,2096.0,1205.0,42.0,6.4752,NEAR BAY,1.7394190871369295,0.20755915515324758,5.225726141078838,500001.0
-122.49,37.85,63.0,34.0,38.0,12.2547,NEAR BAY,1.8529411764705883,0.12083333333333333,7.0588235294117645,500001.0
-122.52,37.88,88.0,46.0,52.0,3.8068,NEAR BAY,1.9130434782608696,0.2840909090909091,3.8260869565217392,275000.0
-122.62,37.85,358.0,143.0,30.0,6.8198,NEAR OCEAN,2.5034965034965033,0.19687875150060025,5.825174825174825,493800.0
-122.53,37.86,628.0,205.0,38.0,3.75,NEAR BAY,3.0634146341463415,0.16568047337278108,5.770731707317073,478600.0
-122.66,37.93,553.0,277.0,42.0,4.1792,NEAR OCEAN,1.9963898916967509,0.21528239202657806,5.433212996389892,350000.0
-122.71,37.88,599.0,250.0,21.0,4.3125,NEAR OCEAN,2.396,0.19402460456942003,11.38,495800.0
-122.69,37.91,629.0,279.0,43.0,4.3194,NEAR OCEAN,2.2544802867383513,0.1884393063583815,6.200716845878136,238700.0
-122.71,37.9,437.0,188.0,23.0,3.115,NEAR OCEAN,2.324468085106383,0.2056,6.648936170212766,242600.0
-122.86,38.1,691.0,343.0,44.0,4.3125,NEAR OCEAN,2.0145772594752187,0.19561875480399693,7.58600583090379,261500.0
-122.84,38.07,701.0,297.0,31.0,3.8269,NEAR OCEAN,2.3602693602693603,0.197524219590958,6.255892255892256,270700.0
-122.93,38.02,628.0,219.0,28.0,3.5469,NEAR OCEAN,2.867579908675799,0.20638629283489096,5.863013698630137,200000.0
-122.68,38.07,510.0,207.0,26.0,5.6305,NEAR OCEAN,2.463768115942029,0.16885813148788928,6.980676328502415,430000.0
-122.9,38.28,627.0,185.0,52.0,2.3482,NEAR OCEAN,3.389189189189189,0.17098039215686275,6.891891891891892,163500.0
-122.96,38.26,308.0,132.0,20.0,3.1429,NEAR OCEAN,2.3333333333333335,0.18062563067608475,15.015151515151516,240900.0
-122.81,38.08,815.0,337.0,19.0,3.4609,NEAR OCEAN,2.4183976261127595,0.22662538699690402,4.792284866468843,238800.0
-122.8,38.18,957.0,362.0,36.0,3.625,NEAR OCEAN,2.643646408839779,0.2001682085786375,6.569060773480663,253100.0
-120.19,37.53,706.0,283.0,25.0,1.7614,INLAND,2.4946996466431095,0.23197278911564626,5.19434628975265,71300.0
-120.02,37.57,909.0,319.0,17.0,2.7188,INLAND,2.8495297805642634,0.2008506616257089,6.633228840125392,113100.0
-119.99,37.51,1011.0,509.0,14.0,1.3980000000000001,INLAND,1.9862475442043221,0.2143849895760945,5.654223968565815,103800.0
-119.95,37.47,600.0,265.0,32.0,1.5,INLAND,2.2641509433962264,0.24009146341463414,4.950943396226415,91500.0
-119.98,37.43,1236.0,489.0,12.0,2.5551,INLAND,2.5276073619631902,0.2132564841498559,5.676891615541923,105000.0
-120.07,37.34,762.0,283.0,16.0,1.75,INLAND,2.6925795053003534,0.22315536892621476,5.890459363957597,87500.0
-120.31,37.64,890.0,344.0,11.0,3.0,INLAND,2.5872093023255816,0.2068248023304203,6.9854651162790695,120800.0
-120.15,37.69,369.0,165.0,13.0,2.875,INLAND,2.2363636363636363,0.2909930715935335,5.248484848484848,70200.0
-120.02,37.72,990.0,410.0,17.0,2.3818,INLAND,2.4146341463414633,0.21382751247327156,6.84390243902439,88100.0
-119.81,37.67,79.0,30.0,24.0,3.8333,INLAND,2.6333333333333333,0.2441860465116279,5.733333333333333,93800.0
-119.82,37.57,643.0,241.0,13.0,2.662,INLAND,2.66804979253112,0.198482194979568,7.1078838174273855,92400.0
-119.9,37.49,920.0,361.0,13.0,3.0,INLAND,2.548476454293629,0.19865470852017938,6.177285318559557,112000.0
-119.84,37.48,1087.0,423.0,17.0,2.5,INLAND,2.569739952718676,0.21417505809450038,6.1040189125295505,104200.0
-119.8,37.5,406.0,151.0,15.0,3.1771,INLAND,2.6887417218543046,0.18604651162790697,6.549668874172186,121900.0
-119.72,37.46,750.0,308.0,13.0,2.875,INLAND,2.435064935064935,0.1875937968984492,6.490259740259741,96000.0
-119.85,37.39,1153.0,474.0,14.0,2.753,INLAND,2.432489451476793,0.2022594752186589,5.789029535864979,111100.0
-119.55,37.75,1500.0,414.0,30.0,3.5391,INLAND,3.6231884057971016,0.24757505773672056,5.229468599033816,55900.0
-119.64,37.61,291.0,135.0,30.0,2.6838,INLAND,2.1555555555555554,0.2313615680784039,21.16296296296296,164600.0
-123.15,39.74,281.0,108.0,23.0,2.9306,INLAND,2.6018518518518516,0.23519736842105263,5.62962962962963,70000.0
-123.24,39.81,746.0,259.0,25.0,1.7788,INLAND,2.8803088803088803,0.2118466898954704,5.54054054054054,57900.0
-123.23,39.77,991.0,377.0,25.0,1.2281,INLAND,2.6286472148541113,0.20963855421686747,5.503978779840849,60300.0
-123.47,39.8,863.0,346.0,18.0,2.3571,INLAND,2.494219653179191,0.25586854460093894,6.15606936416185,79200.0
-123.71,39.88,656.0,303.0,42.0,1.4952,NEAR OCEAN,2.165016501650165,0.2523056653491436,5.00990099009901,69800.0
-123.84,39.83,515.0,227.0,19.0,1.5278,NEAR OCEAN,2.2687224669603525,0.2327173169062286,6.436123348017621,145800.0
-123.58,39.66,887.0,332.0,15.0,2.2429,<1H OCEAN,2.6716867469879517,0.265905383360522,5.539156626506024,100000.0
-123.5,39.67,1122.0,446.0,22.0,2.1793,INLAND,2.515695067264574,0.211864406779661,4.762331838565022,71500.0
-123.64,39.45,1908.0,642.0,21.0,3.0433,<1H OCEAN,2.97196261682243,0.20154807978565048,5.23208722741433,140700.0
-123.79,39.5,588.0,274.0,24.0,2.325,<1H OCEAN,2.145985401459854,0.2047853624208304,5.186131386861314,157300.0
-123.8,39.47,1202.0,460.0,28.0,2.7857,<1H OCEAN,2.6130434782608694,0.2034510433386838,5.417391304347826,150300.0
-123.73,39.44,380.0,142.0,32.0,2.7,<1H OCEAN,2.676056338028169,0.1911392405063291,5.563380281690141,165000.0
-123.84,39.46,552.0,201.0,47.0,2.5192,<1H OCEAN,2.746268656716418,0.21217391304347827,5.721393034825871,110400.0
-123.8,39.46,698.0,299.0,35.0,2.9243,<1H OCEAN,2.3344481605351173,0.20081490104772992,5.745819397993311,131600.0
-123.8,39.44,754.0,340.0,52.0,1.9213,<1H OCEAN,2.2176470588235295,0.2191780821917808,4.508823529411765,95000.0
-123.79,39.44,1201.0,479.0,49.0,3.5,<1H OCEAN,2.5073068893528183,0.21048034934497817,4.780793319415449,113300.0
-123.8,39.44,1019.0,422.0,33.0,1.9208,<1H OCEAN,2.414691943127962,0.2267786561264822,4.796208530805687,93600.0
-123.79,39.44,761.0,286.0,36.0,2.7813,<1H OCEAN,2.660839160839161,0.20526315789473684,4.65034965034965,105800.0
-123.79,39.44,1177.0,414.0,16.0,3.2171,<1H OCEAN,2.842995169082126,0.20971740208230044,4.871980676328502,116200.0
-123.85,39.42,895.0,451.0,11.0,1.7574,<1H OCEAN,1.9844789356984478,0.2804878048780488,4.0,150000.0
-123.34,39.5,1064.0,433.0,15.0,1.8967,INLAND,2.4572748267898383,0.22843723313407344,5.40877598152425,96600.0
-123.4,39.46,2111.0,758.0,10.0,3.2156,<1H OCEAN,2.7849604221635884,0.20337738619676946,5.3905013192612135,104400.0
-123.32,39.42,1133.0,402.0,22.0,2.3906,<1H OCEAN,2.818407960199005,0.20719424460431654,5.186567164179104,92600.0
-123.38,39.37,1899.0,730.0,18.0,2.6424,<1H OCEAN,2.6013698630136988,0.20603142422706539,5.405479452054794,124600.0
-123.35,39.42,904.0,295.0,18.0,2.1625,<1H OCEAN,3.064406779661017,0.21371216800494133,5.488135593220339,77200.0
-123.37,39.43,1281.0,479.0,32.0,3.588,<1H OCEAN,2.674321503131524,0.16906474820143885,5.803757828810021,96000.0
-123.36,39.41,808.0,330.0,46.0,2.9183,<1H OCEAN,2.4484848484848483,0.20709382151029748,5.296969696969697,76900.0
-123.35,39.4,779.0,327.0,27.0,1.85,<1H OCEAN,2.382262996941896,0.2558667676003028,4.039755351681957,71800.0
-123.36,39.4,715.0,275.0,21.0,1.5625,<1H OCEAN,2.6,0.23496762257169287,3.930909090909091,71500.0
-123.34,39.39,1636.0,615.0,18.0,2.3333,<1H OCEAN,2.6601626016260163,0.22261609358383552,4.586991869918699,84000.0
-123.1,39.36,611.0,226.0,19.0,1.746,INLAND,2.7035398230088497,0.23484848484848486,4.672566371681416,105000.0
-123.23,39.33,448.0,140.0,20.0,3.9632,<1H OCEAN,3.2,0.15049751243781095,5.742857142857143,147100.0
-123.15,39.31,424.0,152.0,19.0,2.8833,INLAND,2.789473684210526,0.19980506822612085,6.75,154200.0
-123.11,39.32,1421.0,430.0,20.0,3.3431,INLAND,3.3046511627906976,0.18360655737704917,6.383720930232558,137500.0
-123.18,39.26,1558.0,535.0,25.0,3.7880000000000003,<1H OCEAN,2.91214953271028,0.18590998043052837,5.730841121495327,134200.0
-123.22,39.28,3148.0,1088.0,16.0,3.1455,<1H OCEAN,2.8933823529411766,0.19859938947746453,5.118566176470588,142900.0
-123.36,39.25,522.0,202.0,17.0,2.5875,<1H OCEAN,2.5841584158415842,0.23367065317387303,5.381188118811881,144500.0
-123.18,39.23,115.0,54.0,18.0,2.125,<1H OCEAN,2.1296296296296298,0.22633744855967078,4.5,175000.0
-123.21,39.2,1560.0,647.0,17.0,2.2926,<1H OCEAN,2.41112828438949,0.22034976152623212,4.860896445131376,149300.0
-123.19,39.21,821.0,285.0,22.0,3.5917,<1H OCEAN,2.880701754385965,0.188715953307393,5.410526315789474,118800.0
-123.2,39.23,494.0,161.0,26.0,2.3583,<1H OCEAN,3.0683229813664594,0.21374045801526717,4.881987577639752,105400.0
-123.75,39.37,830.0,279.0,16.0,3.25,<1H OCEAN,2.974910394265233,0.214960058097313,4.935483870967742,151400.0
-123.85,39.39,2095.0,857.0,23.0,3.1839999999999997,<1H OCEAN,2.4445740956826136,0.19524727039177905,5.450408401400233,140500.0
-123.81,39.34,773.0,325.0,17.0,3.1563,<1H OCEAN,2.3784615384615386,0.1872791519434629,6.095384615384615,277000.0
-123.7,39.32,711.0,292.0,18.0,3.1071,<1H OCEAN,2.434931506849315,0.21307506053268765,5.657534246575342,213200.0
-123.81,39.31,887.0,432.0,23.0,3.3654,NEAR OCEAN,2.053240740740741,0.2095134350036311,6.375,225000.0
-123.73,39.17,1745.0,794.0,20.0,2.375,NEAR OCEAN,2.197732997481108,0.22554112554112554,5.818639798488665,158800.0
-123.53,38.93,506.0,211.0,38.0,2.5625,NEAR OCEAN,2.3981042654028437,0.20808909730363423,8.085308056872037,165600.0
-123.69,38.9,1140.0,428.0,17.0,2.1985,NEAR OCEAN,2.663551401869159,0.21668177697189483,5.154205607476635,95300.0
-123.59,38.8,1742.0,803.0,17.0,3.1201,NEAR OCEAN,2.1693648816936486,0.19934640522875818,6.478206724782067,176100.0
-123.54,39.17,1032.0,369.0,18.0,2.2946,<1H OCEAN,2.796747967479675,0.22656597067969791,6.100271002710027,101000.0
-123.39,38.99,812.0,258.0,28.0,3.4063,<1H OCEAN,3.147286821705426,0.2076271186440678,5.488372093023256,109400.0
-123.36,39.01,857.0,288.0,35.0,2.7232,<1H OCEAN,2.9756944444444446,0.20696324951644102,5.385416666666667,115400.0
-123.21,39.18,1501.0,584.0,17.0,2.6275,<1H OCEAN,2.5702054794520546,0.2077922077922078,4.7465753424657535,142100.0
-123.34,39.1,3002.0,992.0,24.0,3.0652,<1H OCEAN,3.026209677419355,0.19564408041697692,5.415322580645161,131100.0
-123.21,39.07,877.0,312.0,17.0,3.7833,<1H OCEAN,2.8108974358974357,0.18095238095238095,6.0576923076923075,159800.0
-123.22,39.15,639.0,270.0,45.0,3.3667,<1H OCEAN,2.3666666666666667,0.19658753709198812,4.992592592592593,115200.0
-123.22,39.16,499.0,208.0,32.0,3.6587,<1H OCEAN,2.3990384615384617,0.16275021758050479,5.524038461538462,154600.0
-123.23,39.13,529.0,217.0,33.0,3.8958,<1H OCEAN,2.4377880184331797,0.179421768707483,5.419354838709677,144000.0
-123.22,39.15,504.0,203.0,36.0,3.5938,<1H OCEAN,2.4827586206896552,0.18524871355060035,5.74384236453202,122100.0
-123.21,39.15,617.0,228.0,52.0,2.55,<1H OCEAN,2.706140350877193,0.18832116788321168,6.008771929824562,112900.0
-123.21,39.14,661.0,278.0,39.0,3.0,<1H OCEAN,2.3776978417266186,0.1846370683579986,5.10431654676259,114600.0
-123.21,39.13,822.0,234.0,27.0,4.0469,<1H OCEAN,3.5128205128205128,0.1737426518615284,6.542735042735043,127400.0
-123.2,39.16,1195.0,467.0,14.0,1.7929,<1H OCEAN,2.558886509635974,0.25366876310272535,4.085653104925053,82300.0
